id,num_orders
1028232,171.55038656351894
1127204,170.76368135177495
1212707,171.91624639944553
1082698,284.0910589279889
1400926,282.340685908127
1284113,316.82350357229063
1197966,315.4389903883553
1132739,269.83978059550054
1057981,202.22852144802403
1095932,181.28748457620748
1454421,175.95388720678545
1149765,238.53102774437713
1166964,89.2925290837178
1010949,232.3084974800513
1409575,384.27781878558653
1181616,112.48073974162321
1456020,228.08435674911465
1264395,272.63322917745853
1472931,259.35422129379424
1412015,264.6788277227212
1461229,225.7897713604711
1014564,215.38236531897041
1485914,101.25449283877202
1345389,100.33806717392281
1006833,100.7314197797948
1174921,0.0
1175393,0.0
1152412,110.55902216097536
1497398,109.51287604302104
1363486,163.81991579966223
1366766,74.5332737034218
1192413,74.5332737034218
1319547,288.676270450826
1337684,287.6301243328717
1479766,308.0755809156565
1460444,566.9539612517353
1139730,293.976824390156
1115056,295.78218294990893
1335827,288.55305388520276
1385333,437.8929209849378
1096323,438.25878082086433
1230693,397.0020078193684
1027016,324.60771713139223
1181520,299.69010330414363
1306234,304.528120384534
1271440,361.22109772378093
1269834,213.02874518107598
1176823,356.0447135774095
1193098,166.26654999394356
1034878,165.7434769349664
1010243,234.6477366620499
1451807,234.6477366620499
1016845,235.30053017413223
1198021,728.799864003345
1413802,302.91631257134753
1231223,257.58073493125966
1274226,351.8205728464728
1425142,391.40170774132116
1211593,377.20627419280765
1419190,242.66408631585665
1180223,230.91631784630835
1194932,331.8330731525398
1323477,378.1055778988422
1371595,357.5302269673857
1171521,362.95123952751226
1052384,362.55788692164026
1060921,363.34459213338425
1261811,224.46763587715304
1246502,222.63478454745473
1497466,226.97722133881342
1232717,80.68465061469664
1136112,80.16157755571948
1196334,608.8875677715216
1349533,233.24909214037928
1463406,233.1193716872741
1447686,197.74641674180282
1336105,196.7002706238485
1012855,412.72336084421977
1180646,404.77795032997756
1062490,431.5481648602479
1098228,285.81676266028273
1101375,284.4047567064018
1400016,284.95532253532446
1439889,278.61512636552203
1408468,394.8291962150833
1044490,395.09282836785013
1290002,438.07162237517866
1190633,439.35390787595435
1040430,387.4574329055596
1049366,289.22910272548575
1224120,308.94283963641743
1293810,299.16457779247685
1197335,350.8898175982282
1323989,203.09081766139525
1129467,344.7970077870076
1229328,155.6758289621805
1164395,156.19890202115766
1217722,224.31645653649718
1171266,224.83952959547435
1024905,497.02996124530966
1343027,721.2615591931485
1141892,292.9783850516668
1302404,267.5071140081144
1170447,341.8826453267921
1140772,387.21822296688003
1103484,371.18993808866816
1387134,232.98979094894275
1117711,233.51286400791992
1472121,220.06196466177835
1289523,340.49246297108505
1091114,340.9560890317084
1043572,350.66390352533097
1103283,625.5970962635388
1265051,625.2037436576668
1168741,626.120169322516
1052776,214.0066352984951
1206564,213.74300314572832
1302153,217.0392938191327
1083754,71.1400757008879
1097952,70.74672309501591
1251605,71.66314875986507
1333032,598.2968467397586
1086936,223.18144416759333
1088412,223.7045172265705
1236400,276.7017787124906
1244516,186.76234310416777
1380381,187.8084892221221
1495062,409.16517681191556
1439647,400.11863463982803
1019214,422.39694255231115
1316160,400.20324752595025
1022008,400.7263205849274
1138248,399.9396153731834
1052922,380.42263900287634
1181474,519.7256625965445
